MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterCond,Foundation,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PoolArea,SaleType,SaleCondition,SalePrice
RL,NA,5062,Pave,IR1,AllPub,StoneBr,Norm,TwnhsE,2Story,5,1984,1984,Gable,CompShg,HdBoard,None,TA,CBlock,TA,1190,GasA,Gd,Y,SBrkr,2,3,1,Gd,6,Min1,1,Attchd,1984,Fin,2,577,TA,0,WD,Normal,207500
FV,84,10207,Pave,Reg,AllPub,Somerst,Norm,1Fam,2Story,6,2007,2007,Gable,CompShg,VinylSd,None,TA,PConc,TA,874,GasA,Ex,Y,SBrkr,3,3,1,Gd,7,Typ,0,Attchd,2007,Fin,2,578,TA,0,New,Partial,227875
FV,NA,5105,Pave,IR2,AllPub,Somerst,Norm,TwnhsE,2Story,5,2004,2004,Gable,CompShg,MetalSd,None,TA,PConc,TA,551,GasA,Ex,Y,SBrkr,2,2,1,Gd,4,Typ,0,Detchd,2004,Unf,2,480,TA,0,WD,Normal,148800
RL,60,8089,Pave,Reg,AllPub,StoneBr,Norm,1Fam,1Story,6,2007,2007,Gable,CompShg,MetalSd,BrkFace,TA,PConc,TA,1419,GasA,Ex,Y,SBrkr,2,2,1,Gd,7,Typ,1,Attchd,2007,RFn,2,567,TA,0,New,Partial,392000
RL,61,7577,Pave,IR1,AllPub,NridgHt,Norm,TwnhsE,1Story,5,2005,2006,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1362,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,1,Attchd,2005,RFn,2,460,TA,0,WD,Normal,194700
RM,NA,4426,Pave,Reg,AllPub,CollgCr,Norm,TwnhsE,1Story,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,848,GasA,Ex,Y,SBrkr,1,1,1,Gd,3,Typ,1,Attchd,2004,RFn,2,420,TA,0,WD,Normal,141000
RL,104,21535,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,6,1994,1995,Gable,WdShngl,HdBoard,BrkFace,TA,PConc,TA,2444,GasA,Ex,Y,SBrkr,3,4,1,Ex,10,Typ,2,Attchd,1994,Fin,3,832,TA,0,WD,Normal,755000
RL,42,26178,Pave,IR1,AllPub,Timber,Norm,1Fam,2Story,5,1989,1990,Hip,CompShg,MetalSd,BrkFace,TA,PConc,TA,1210,GasA,Ex,Y,SBrkr,2,4,1,Gd,9,Typ,2,Attchd,1989,RFn,2,628,TA,0,WD,Normal,335000
RL,60,5400,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,6,1921,1968,Gable,CompShg,MetalSd,None,TA,BrkTil,TA,1073,GasA,Ex,Y,SBrkr,1,2,1,TA,4,Typ,0,Detchd,1968,Unf,1,326,TA,0,WD,Abnorml,108480
RM,51,6120,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1.5Fin,6,1936,1950,Gable,CompShg,Wd Sdng,None,Fa,BrkTil,TA,927,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Detchd,1995,Unf,2,576,TA,0,WD,Normal,141500
RL,54,13811,Pave,IR1,AllPub,Timber,Norm,1Fam,1Story,6,1987,1987,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,Gd,1112,GasA,Gd,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,1987,Unf,2,551,TA,0,WD,Normal,176000
RM,50,6000,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1Story,7,1921,1950,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,616,GasA,Gd,Y,SBrkr,1,2,1,TA,4,Typ,0,Detchd,1921,Unf,1,205,TA,0,WD,Normal,89000
RL,57,6420,Pave,IR1,AllPub,Edwards,Norm,1Fam,1Story,7,1952,1952,Gable,CompShg,Wd Sdng,None,TA,PConc,Gd,980,GasA,Fa,Y,FuseA,1,2,1,TA,6,Typ,0,Detchd,1952,Unf,1,308,TA,0,WD,Normal,123500
RL,65,8450,Pave,Reg,AllPub,Sawyer,RRAe,1Fam,1Story,8,1965,2009,Gable,CompShg,MetalSd,None,Gd,CBlock,TA,894,GasA,Ex,Y,SBrkr,1,3,1,TA,5,Typ,1,Detchd,1973,Unf,1,336,TA,0,WD,Normal,138500
FV,59,4282,Pave,IR2,AllPub,Somerst,Norm,TwnhsE,1Story,5,2004,2004,Gable,CompShg,MetalSd,None,TA,PConc,TA,1391,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,0,Attchd,2004,RFn,2,530,TA,0,WD,Normal,196000
RL,85,14331,Pave,Reg,AllPub,Timber,Norm,1Fam,1Story,5,2002,2002,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1800,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2002,Fin,3,765,TA,0,WD,Normal,312500
RL,80,9600,Pave,Reg,AllPub,NWAmes,Norm,1Fam,1Story,5,1969,1969,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1164,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1969,Unf,2,528,TA,0,COD,Normal,140000
RL,82,12438,Pave,IR1,AllPub,StoneBr,Norm,1Fam,2Story,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,TA,PConc,Gd,1234,GasA,Ex,Y,SBrkr,2,4,1,Ex,10,Typ,1,BuiltIn,2006,Fin,3,666,TA,0,New,Partial,361919
RM,76,7630,Pave,Reg,AllPub,OldTown,Feedr,2fmCon,2Story,9,1900,1996,Gable,CompShg,Wd Sdng,None,Gd,BrkTil,TA,360,GasA,Gd,Y,SBrkr,2,4,2,Gd,8,Typ,1,Detchd,1999,Unf,2,672,TA,0,WD,Normal,140000
RL,70,8400,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2004,2005,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1473,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2004,RFn,2,606,TA,0,WD,Normal,213000
RM,70,5600,Pave,Reg,AllPub,IDOTRR,Norm,2fmCon,2Story,5,1930,1950,Hip,CompShg,VinylSd,None,Fa,Slab,NA,0,GasA,Fa,N,SBrkr,2,3,2,Fa,7,Mod,0,NA,NA,NA,0,0,NA,0,WD,Normal,55000
RL,NA,115149,Pave,IR2,AllPub,ClearCr,Norm,1Fam,1Story,5,1971,2002,Gable,CompShg,Plywood,Stone,TA,CBlock,TA,1643,GasA,TA,Y,SBrkr,2,2,1,Gd,5,Typ,2,Attchd,1971,Unf,2,739,TA,0,WD,Normal,302000
RL,48,6240,Pave,Reg,AllPub,NridgHt,Norm,TwnhsE,1Story,5,2006,2006,Hip,CompShg,MetalSd,BrkFace,TA,PConc,TA,1324,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,1,Attchd,2006,Fin,2,550,TA,0,WD,Normal,254000
RL,65,9018,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2007,2007,Hip,CompShg,VinylSd,None,TA,PConc,TA,728,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,2007,Fin,2,400,TA,0,New,Partial,179540
RL,NA,7162,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,7,1966,1966,Gable,CompShg,HdBoard,BrkCmn,TA,PConc,TA,876,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1966,Unf,1,408,TA,0,WD,Abnorml,109900
RL,56,4130,Pave,IR1,AllPub,BrkSide,Norm,1Fam,1Story,6,1935,2003,Gable,CompShg,VinylSd,None,TA,CBlock,TA,270,GasA,Gd,Y,SBrkr,1,2,1,TA,5,Maj2,0,NA,NA,NA,0,0,NA,0,WD,Normal,52000
C (all),66,8712,Pave,Reg,AllPub,IDOTRR,Norm,1Fam,1.5Fin,7,1900,1950,Gable,CompShg,MetalSd,None,TA,Stone,TA,859,GasA,Gd,Y,SBrkr,1,2,1,TA,7,Typ,0,Detchd,1964,RFn,1,384,TA,0,WD,Abnorml,102776
RL,40,4671,Pave,IR1,AllPub,StoneBr,Norm,TwnhsE,1Story,5,1988,1989,Gable,CompShg,HdBoard,None,TA,PConc,TA,1228,GasA,Gd,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,1988,Fin,2,472,TA,0,WD,Normal,189000
RL,60,9873,Pave,Reg,AllPub,BrkSide,RRAn,2fmCon,1Story,5,1970,1970,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,960,GasW,TA,N,SBrkr,1,3,1,TA,6,Typ,0,Detchd,1970,Unf,2,576,TA,0,WD,Normal,129000
RL,NA,13517,Pave,IR1,AllPub,Sawyer,RRAe,1Fam,2Story,8,1976,2005,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,725,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,1976,RFn,2,475,TA,0,WD,Normal,130500
RL,78,10140,Pave,Reg,AllPub,NWAmes,Norm,1Fam,1Story,5,1974,1974,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1064,GasA,TA,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1974,RFn,2,478,TA,0,WD,Normal,165000
RM,60,10800,Pave,Reg,AllPub,OldTown,Norm,1Fam,2Story,8,1890,1998,Gable,CompShg,Wd Sdng,None,Gd,BrkTil,TA,718,GasA,Ex,Y,SBrkr,1,3,1,TA,8,Typ,0,Detchd,1996,Unf,2,704,TA,0,WD,Normal,159500
RL,80,10000,Pave,Reg,AllPub,NWAmes,Norm,1Fam,1Story,6,1973,2000,Gable,CompShg,HdBoard,None,TA,CBlock,TA,1176,GasA,Gd,Y,SBrkr,1,3,1,Gd,5,Typ,1,Attchd,1973,Unf,2,439,TA,0,WD,Normal,157000
RL,96,10542,Pave,Reg,AllPub,NoRidge,Norm,1Fam,2Story,5,1993,1994,Hip,CompShg,Wd Sdng,BrkFace,TA,PConc,TA,1311,GasA,Ex,Y,SBrkr,2,3,1,Gd,9,Typ,1,Attchd,1993,RFn,3,983,TA,0,WD,Normal,341000
RL,69,9920,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,6,1969,1969,Gable,CompShg,HdBoard,None,TA,CBlock,TA,971,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,1,Attchd,1969,Unf,1,300,TA,0,WD,Normal,128500
RL,NA,6563,Pave,IR1,AllPub,StoneBr,Norm,1Fam,1Story,5,1985,1985,Gable,CompShg,HdBoard,None,TA,PConc,TA,1742,GasA,TA,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,1985,RFn,2,564,TA,0,WD,Normal,275000
RM,NA,4426,Pave,Reg,AllPub,CollgCr,Norm,TwnhsE,1Story,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,848,GasA,Ex,Y,SBrkr,1,1,1,Gd,3,Typ,0,Attchd,2004,RFn,2,420,TA,0,WD,Normal,143000
RL,70,8120,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1970,1970,Gable,CompShg,MetalSd,None,Gd,CBlock,TA,864,GasA,Ex,Y,SBrkr,1,3,1,TA,5,Typ,0,Detchd,1994,Unf,2,463,TA,0,WD,Normal,124500
RL,60,8172,Pave,Reg,AllPub,Edwards,Norm,1Fam,1.5Fin,6,1954,1972,Gable,CompShg,MetalSd,None,TA,PConc,TA,941,GasA,Ex,Y,SBrkr,2,4,1,TA,7,Typ,0,Detchd,1958,Unf,1,548,TA,0,WD,Normal,135000
RL,86,13286,Pave,IR1,AllPub,Edwards,Norm,1Fam,1Story,5,2007,2008,Hip,CompShg,CemntBd,Stone,TA,PConc,TA,1698,GasA,Ex,Y,SBrkr,2,3,1,Ex,8,Typ,1,Attchd,2007,Fin,3,768,TA,0,WD,Normal,320000
RL,60,6960,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1970,1970,Gable,CompShg,HdBoard,None,TA,CBlock,TA,864,GasA,TA,Y,SBrkr,1,3,1,Gd,5,Typ,0,Detchd,1989,Unf,2,660,TA,0,WD,Normal,120500
RL,NA,21695,Pave,IR1,AllPub,Crawfor,Norm,1Fam,1Story,9,1988,2007,Hip,CompShg,Wd Sdng,BrkFace,Gd,CBlock,TA,880,GasA,Ex,Y,SBrkr,2,3,1,Gd,5,Typ,1,Attchd,1988,Fin,2,540,TA,0,WD,Normal,222000
RL,64,7314,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2007,2007,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1232,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,0,Attchd,2007,RFn,2,632,TA,0,WD,Normal,194500
RL,85,11475,Pave,Reg,AllPub,NAmes,Norm,Duplex,1Story,5,1958,1958,Gable,CompShg,VinylSd,BrkFace,TA,CBlock,TA,1584,GasA,TA,Y,SBrkr,2,4,2,TA,9,Typ,0,Detchd,1968,Unf,3,888,TA,0,COD,Abnorml,110000
RM,52,6240,Pave,Reg,AllPub,IDOTRR,Norm,1Fam,1.5Fin,5,1925,1950,Gable,CompShg,MetalSd,None,TA,CBlock,TA,780,GasA,TA,Y,FuseA,1,2,1,TA,5,Typ,0,Detchd,1962,Unf,2,539,TA,0,WD,Normal,103000
RL,39,5389,Pave,IR1,AllPub,StoneBr,Norm,TwnhsE,1Story,5,1995,1996,Gable,CompShg,CemntBd,None,TA,PConc,TA,1595,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,1995,RFn,2,608,TA,0,WD,Normal,236500
RL,73,9590,Pave,IR1,AllPub,Timber,Norm,1Fam,SLvl,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,868,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,1,Attchd,2003,Fin,2,438,TA,0,WD,Normal,187500
RL,75,11404,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,1998,1999,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1153,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,1998,Fin,2,541,TA,0,WD,Normal,222500
RL,80,10000,Pave,Reg,AllPub,Sawyer,Feedr,1Fam,1Story,6,1961,1983,Hip,CompShg,HdBoard,None,TA,CBlock,TA,864,GasA,Ex,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1961,RFn,1,264,TA,0,WD,Normal,131400
RL,NA,8978,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,Plywood,None,TA,PConc,TA,948,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1968,Unf,1,300,TA,0,WD,Family,108000
RM,60,10800,Pave,Reg,AllPub,OldTown,Norm,1Fam,2.5Unf,7,1914,1970,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,880,GasW,Fa,N,SBrkr,1,2,1,TA,6,Typ,2,Detchd,1914,Unf,2,320,TA,0,WD,Normal,163000
RL,60,8544,Pave,Reg,AllPub,NAmes,Norm,Duplex,1Story,4,1950,1950,Gable,CompShg,Stucco,None,TA,CBlock,NA,0,GasA,Gd,N,FuseF,2,2,2,TA,6,Typ,0,Detchd,1949,Unf,2,400,TA,0,WD,Normal,93500
RL,72,10463,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,None,TA,PConc,TA,893,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,2005,Fin,3,800,TA,0,WD,Normal,239900
RL,60,10800,Pave,Reg,AllPub,Edwards,Norm,Duplex,1Story,5,1987,1988,Gable,CompShg,Plywood,None,TA,CBlock,Gd,1200,GasA,TA,Y,SBrkr,3,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,WD,Alloca,179000
RL,65,9313,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,2004,2004,Gable,CompShg,VinylSd,None,TA,PConc,TA,864,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2004,RFn,2,572,TA,0,WD,Normal,190000
RM,60,9600,Pave,Reg,AllPub,OldTown,Norm,1Fam,2Story,7,1910,2002,Gable,CompShg,Wd Sdng,None,Gd,BrkTil,Fa,264,GasA,Ex,Y,SBrkr,2,2,1,TA,7,Typ,0,Detchd,1910,Unf,2,360,Gd,0,WD,Abnorml,132000
RL,65,6768,Pave,IR1,AllPub,Sawyer,Feedr,1Fam,1Story,8,1961,1996,Hip,CompShg,HdBoard,None,Gd,CBlock,TA,912,GasA,Gd,Y,SBrkr,1,3,1,Gd,5,Typ,0,Detchd,1962,Unf,1,288,TA,0,WD,Normal,142000
RL,65,8450,Pave,Reg,AllPub,SawyerW,Norm,1Fam,1Story,5,2000,2001,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1349,GasA,Ex,Y,SBrkr,2,3,1,TA,6,Typ,0,Attchd,2000,Unf,2,539,TA,0,WD,Normal,179000
RL,70,12886,Pave,IR1,AllPub,Sawyer,Norm,1Fam,SLvl,6,1963,1999,Gable,CompShg,HdBoard,None,TA,CBlock,TA,520,GasA,Ex,Y,SBrkr,2,3,1,TA,6,Min2,1,Attchd,1997,RFn,2,480,TA,0,WD,Normal,175000
RL,41,5395,Pave,IR1,AllPub,StoneBr,Norm,TwnhsE,1Story,5,1993,1993,Gable,CompShg,HdBoard,None,TA,PConc,TA,1337,GasA,Gd,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,1993,RFn,2,462,TA,0,WD,Normal,180000
RL,NA,8963,Pave,IR1,AllPub,NWAmes,Norm,1Fam,2Story,9,1976,1996,Hip,CompShg,VinylSd,BrkFace,Gd,CBlock,Gd,1142,GasA,Ex,Y,SBrkr,3,4,1,Gd,11,Typ,2,BuiltIn,1994,Fin,2,831,TA,0,WD,Normal,299800
RL,NA,8795,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,None,TA,PConc,TA,952,GasA,Ex,Y,SBrkr,2,4,1,Gd,8,Typ,1,BuiltIn,2000,Fin,2,554,TA,0,WD,Normal,236000
RM,65,11700,Pave,IR1,AllPub,OldTown,Norm,1Fam,2Story,7,1880,2003,Mansard,CompShg,Stucco,None,TA,Stone,Fa,1240,GasW,TA,N,SBrkr,1,4,1,Gd,8,Typ,1,Detchd,1950,Unf,4,864,TA,0,WD,Normal,265979
RL,59,10593,Pave,IR1,AllPub,NoRidge,Norm,1Fam,1Story,5,1996,1996,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1720,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,1996,Fin,2,527,TA,0,WD,Normal,260400
RL,50,8405,Pave,Reg,AllPub,Edwards,Norm,1Fam,1.5Fin,3,1945,1950,Gable,CompShg,WdShing,None,TA,Slab,NA,0,Wall,TA,N,FuseF,2,4,1,TA,9,Mod,0,Detchd,1945,Unf,1,240,TA,0,WD,Normal,98000
RM,55,8800,Pave,Reg,AllPub,OldTown,Norm,1Fam,1.5Fin,7,1910,2004,Gable,CompShg,Wd Sdng,None,TA,BrkTil,Fa,576,GasA,Gd,Y,SBrkr,1,3,1,TA,7,Min2,0,NA,NA,NA,0,0,NA,0,WD,Normal,96500
RL,NA,7750,Pave,Reg,AllPub,Gilbert,RRAn,1Fam,2Story,5,2003,2003,Gable,CompShg,VinylSd,None,TA,PConc,TA,660,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2003,Fin,2,400,TA,0,WD,Normal,162000
RL,79,9236,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,5,1997,1997,Gable,CompShg,VinylSd,None,Gd,PConc,TA,1479,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,1997,RFn,2,576,TA,0,WD,Normal,217000
RL,80,10240,Pave,Reg,AllPub,NridgHt,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1030,GasA,Gd,Y,SBrkr,2,3,1,Ex,8,Typ,1,Attchd,2005,RFn,3,878,TA,0,WD,Normal,275500
RL,61,7930,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,8,1969,2005,Gable,CompShg,Plywood,None,TA,CBlock,TA,1026,GasA,Gd,Y,SBrkr,1,3,1,Gd,5,Typ,0,Detchd,1969,RFn,2,440,TA,0,WD,Normal,156000
FV,34,3230,Pave,Reg,AllPub,Somerst,Norm,TwnhsE,2Story,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,TA,PConc,TA,729,GasA,Gd,Y,SBrkr,2,3,1,TA,6,Typ,0,Detchd,1999,Unf,2,440,TA,0,WD,Normal,172500
RL,68,10769,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,2007,2007,Gable,CompShg,VinylSd,None,TA,PConc,TA,866,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2007,RFn,2,578,TA,0,WD,Normal,212000
RL,NA,11616,Pave,IR1,AllPub,Sawyer,Norm,1Fam,2Story,5,1978,1978,Hip,CompShg,HdBoard,BrkCmn,TA,CBlock,TA,672,GasA,TA,Y,SBrkr,2,3,1,TA,6,Typ,1,Attchd,1978,Fin,2,440,TA,0,WD,Abnorml,158900
FV,24,2280,Pave,Reg,AllPub,Somerst,Norm,Twnhs,2Story,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,TA,PConc,TA,744,GasA,Gd,Y,SBrkr,2,3,1,TA,6,Typ,0,Detchd,1999,Unf,2,440,TA,0,WD,Normal,179400
RL,65,12257,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,5,1995,1995,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1318,GasA,Ex,Y,SBrkr,2,4,1,Gd,9,Typ,1,Attchd,1995,RFn,3,752,TA,0,WD,Normal,290000
RL,70,9100,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1959,1959,Hip,CompShg,Wd Sdng,None,TA,CBlock,TA,864,GasA,Ex,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,2008,Unf,1,300,Ex,0,WD,Normal,127500
RM,60,6911,Pave,Reg,AllPub,BrkSide,Feedr,1Fam,1Story,5,1924,1950,Gable,CompShg,Wd Sdng,None,TA,PConc,TA,1145,GasA,TA,Y,SBrkr,1,2,1,Fa,5,Min1,0,Detchd,1965,Unf,2,440,TA,0,WD,Normal,100000
FV,72,8640,Pave,Reg,AllPub,Somerst,Norm,1Fam,2Story,5,2009,2009,Gable,CompShg,VinylSd,None,TA,PConc,TA,756,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2009,Unf,2,614,TA,0,Con,Normal,215200
RL,82,9430,Pave,Reg,AllPub,NoRidge,Norm,1Fam,2Story,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1252,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,1999,RFn,3,856,TA,0,WD,Normal,337000
RL,30,9549,Pave,IR1,AllPub,Veenker,Norm,TwnhsE,1Story,5,1995,1996,Hip,CompShg,BrkFace,None,Gd,PConc,Gd,1494,GasA,Ex,Y,SBrkr,1,2,1,Ex,6,Typ,1,Attchd,1995,Fin,2,481,TA,0,WD,Normal,270000
RL,75,14587,Pave,IR1,AllPub,Somerst,Norm,1Fam,1Story,5,2008,2008,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1498,GasA,Ex,Y,SBrkr,2,2,1,Ex,6,Typ,1,Attchd,2008,Fin,2,592,TA,0,New,Partial,264132
RL,80,10421,Pave,Reg,AllPub,NWAmes,Norm,1Fam,2Story,5,1988,1988,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,980,GasA,TA,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1988,Unf,2,496,TA,0,WD,Normal,196500
RL,75,12508,Pave,IR1,AllPub,Mitchel,Norm,1Fam,1.5Fin,7,1940,1985,Gable,CompShg,VinylSd,None,TA,CBlock,TA,983,GasA,Ex,Y,SBrkr,2,4,1,TA,7,Mod,0,Attchd,1989,Unf,1,423,TA,0,WD,Normal,160000
RL,70,9100,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2004,2005,Hip,CompShg,VinylSd,None,TA,PConc,TA,1860,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,2004,Fin,2,484,TA,0,WD,Normal,216837
RL,47,53504,Pave,IR2,AllPub,StoneBr,Norm,1Fam,2Story,5,2003,2003,Hip,CompShg,CemntBd,BrkFace,TA,PConc,TA,1650,GasA,Ex,Y,SBrkr,3,4,1,Ex,12,Mod,1,BuiltIn,2003,Fin,3,841,TA,0,WD,Normal,538000
RL,NA,7252,Pave,IR1,AllPub,Sawyer,Norm,1Fam,SFoyer,5,1982,1982,Hip,CompShg,Wd Sdng,None,TA,CBlock,TA,858,GasA,TA,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1983,Unf,2,576,TA,0,WD,Normal,134900
RL,67,8877,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,5,1951,1951,Gable,CompShg,Wd Sdng,None,TA,CBlock,Fa,836,GasA,TA,Y,FuseF,1,2,1,TA,6,Typ,0,Detchd,1951,Unf,2,396,TA,0,COD,Normal,102000
RL,94,7819,Pave,Reg,AllPub,Edwards,Norm,1Fam,SLvl,5,1976,1976,Gable,CompShg,Plywood,None,TA,CBlock,TA,1029,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,1,Detchd,1976,Unf,2,672,TA,0,WD,Abnorml,107000
RL,70,10150,Pave,Reg,AllPub,NAmes,Feedr,1Fam,1Story,5,1958,1958,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,912,GasA,Ex,Y,FuseA,1,2,1,TA,5,Typ,0,Attchd,1958,RFn,1,275,TA,0,COD,Normal,114500
RL,110,14226,Pave,Reg,AllPub,NridgHt,Norm,1Fam,1Story,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1935,GasA,Gd,Y,SBrkr,2,3,1,Gd,9,Typ,1,Attchd,2006,Fin,3,895,TA,0,New,Partial,395000
RM,32,4500,Pave,Reg,AllPub,Mitchel,Norm,TwnhsE,1Story,5,1998,1998,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1204,GasA,Ex,Y,SBrkr,2,2,1,TA,5,Typ,0,Attchd,1998,Fin,2,412,TA,0,WD,Normal,162000
RL,86,11210,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1614,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2005,RFn,3,865,TA,0,New,Partial,221500
RL,100,13350,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,5,1974,1974,Hip,CompShg,HdBoard,None,TA,CBlock,TA,864,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,1,Attchd,1974,Unf,2,440,TA,0,WD,Normal,142500
RH,60,8400,Pave,Reg,AllPub,SawyerW,Feedr,Duplex,1Story,5,1977,1977,Gable,CompShg,Plywood,BrkFace,TA,Slab,NA,0,GasA,TA,Y,SBrkr,2,4,2,TA,10,Typ,2,Detchd,1977,Unf,2,630,TA,0,WD,Normal,144000
